考试类型,科目,重要程度,问题,答案,备注
环境影响评价工程师,环境影响评价案例分析,中,化工/石化项目案例结论句式如何写更稳妥？,可写为：在符合准入要求、落实各项污染防治与风险防范措施、满足相关标准并接受环境管理约束的前提下，项目环境影响总体可接受。,结论模板
环境影响评价工程师,环境影响评价案例分析,高,制药项目案例通常先抓哪六个答题模块？,通常先抓：恶臭和有机废气控制、高浓度废水预处理、溶剂回收与清洁生产、危废识别与暂存、敏感点卫生防护、非正常工况分析。,项目模板
环境影响评价工程师,环境影响评价案例分析,高,制药项目案例中最容易漏答的内容是什么？,最容易漏答的是与项目特征高度相关的“溶剂回收与清洁生产”和“非正常工况分析”，复习时要结合最新政策和区域约束。,易错点
环境影响评价工程师,环境影响评价案例分析,中,如果案例背景是制药项目改扩建项目，应额外补充什么分析？,应补充现有工程问题、“以新带老”整改、依托设施能力、总量平衡和整体环境改善效果分析。,改扩建专用
环境影响评价工程师,环境影响评价案例分析,中,制药项目案例在措施题中如何体现针对性？,按项目工艺和主要环境风险逐项对应措施，不只写通用治理设施，还要写运行管理和应急要求。,措施作答
环境影响评价工程师,环境影响评价案例分析,中,制药项目案例如果位于环境敏感区附近，答题重心要怎么调整？,答题重心应前移到选址合法性、避让替代、保护目标影响和更严格的防控措施，不宜直接给出可行结论。,敏感区思维
环境影响评价工程师,环境影响评价案例分析,中,制药项目案例结论句式如何写更稳妥？,可写为：在符合准入要求、落实各项污染防治与风险防范措施、满足相关标准并接受环境管理约束的前提下，项目环境影响总体可接受。,结论模板
环境影响评价工程师,环境影响评价案例分析,高,垃圾焚烧项目案例通常先抓哪六个答题模块？,通常先抓：选址与防护距离、焚烧烟气治理、飞灰和炉渣去向、渗滤液处理、恶臭与运输管理、公众参与重点回应。,项目模板
环境影响评价工程师,环境影响评价案例分析,高,垃圾焚烧项目案例中最容易漏答的内容是什么？,最容易漏答的是与项目特征高度相关的“飞灰和炉渣去向”和“公众参与重点回应”，复习时要结合最新政策和区域约束。,易错点
环境影响评价工程师,环境影响评价案例分析,中,如果案例背景是垃圾焚烧项目改扩建项目，应额外补充什么分析？,应补充现有工程问题、“以新带老”整改、依托设施能力、总量平衡和整体环境改善效果分析。,改扩建专用
环境影响评价工程师,环境影响评价案例分析,中,垃圾焚烧项目案例在措施题中如何体现针对性？,按项目工艺和主要环境风险逐项对应措施，不只写通用治理设施，还要写运行管理和应急要求。,措施作答
环境影响评价工程师,环境影响评价案例分析,中,垃圾焚烧项目案例如果位于环境敏感区附近，答题重心要怎么调整？,答题重心应前移到选址合法性、避让替代、保护目标影响和更严格的防控措施，不宜直接给出可行结论。,敏感区思维
环境影响评价工程师,环境影响评价案例分析,中,垃圾焚烧项目案例结论句式如何写更稳妥？,可写为：在符合准入要求、落实各项污染防治与风险防范措施、满足相关标准并接受环境管理约束的前提下，项目环境影响总体可接受。,结论模板
环境影响评价工程师,环境影响评价案例分析,高,危废处置项目案例通常先抓哪六个答题模块？,通常先抓：类别与规模匹配、贮存处置工艺安全性、防渗与渗漏监控、二次污染控制、事故风险与应急资源、周边敏感目标论证。,项目模板
环境影响评价工程师,环境影响评价案例分析,高,危废处置项目案例中最容易漏答的内容是什么？,最容易漏答的是与项目特征高度相关的“防渗与渗漏监控”和“周边敏感目标论证”，复习时要结合最新政策和区域约束。,易错点
环境影响评价工程师,环境影响评价案例分析,中,如果案例背景是危废处置项目改扩建项目，应额外补充什么分析？,应补充现有工程问题、“以新带老”整改、依托设施能力、总量平衡和整体环境改善效果分析。,改扩建专用
环境影响评价工程师,环境影响评价案例分析,中,危废处置项目案例在措施题中如何体现针对性？,按项目工艺和主要环境风险逐项对应措施，不只写通用治理设施，还要写运行管理和应急要求。,措施作答
环境影响评价工程师,环境影响评价案例分析,中,危废处置项目案例如果位于环境敏感区附近，答题重心要怎么调整？,答题重心应前移到选址合法性、避让替代、保护目标影响和更严格的防控措施，不宜直接给出可行结论。,敏感区思维
环境影响评价工程师,环境影响评价案例分析,中,危废处置项目案例结论句式如何写更稳妥？,可写为：在符合准入要求、落实各项污染防治与风险防范措施、满足相关标准并接受环境管理约束的前提下，项目环境影响总体可接受。,结论模板
环境影响评价工程师,环境影响评价案例分析,高,污水处理厂项目案例通常先抓哪六个答题模块？,通常先抓：服务范围与纳污水体、进出水水质论证、污泥处置去向、恶臭与噪声控制、尾水排放与回用、扩容改造衔接。,项目模板
环境影响评价工程师,环境影响评价案例分析,高,污水处理厂项目案例中最容易漏答的内容是什么？,最容易漏答的是与项目特征高度相关的“污泥处置去向”和“扩容改造衔接”，复习时要结合最新政策和区域约束。,易错点
环境影响评价工程师,环境影响评价案例分析,中,如果案例背景是污水处理厂项目改扩建项目，应额外补充什么分析？,应补充现有工程问题、“以新带老”整改、依托设施能力、总量平衡和整体环境改善效果分析。,改扩建专用
环境影响评价工程师,环境影响评价案例分析,中,污水处理厂项目案例在措施题中如何体现针对性？,按项目工艺和主要环境风险逐项对应措施，不只写通用治理设施，还要写运行管理和应急要求。,措施作答
环境影响评价工程师,环境影响评价案例分析,中,污水处理厂项目案例如果位于环境敏感区附近，答题重心要怎么调整？,答题重心应前移到选址合法性、避让替代、保护目标影响和更严格的防控措施，不宜直接给出可行结论。,敏感区思维
环境影响评价工程师,环境影响评价案例分析,中,污水处理厂项目案例结论句式如何写更稳妥？,可写为：在符合准入要求、落实各项污染防治与风险防范措施、满足相关标准并接受环境管理约束的前提下，项目环境影响总体可接受。,结论模板
环境影响评价工程师,环境影响评价案例分析,高,火电/热电项目案例通常先抓哪六个答题模块？,通常先抓：燃料与能耗结构、烟气治理与达标排放、冷却水和取排水影响、灰渣石膏处置、碳排放与减污降碳协同、区域容量与总量替代。,项目模板
环境影响评价工程师,环境影响评价案例分析,高,火电/热电项目案例中最容易漏答的内容是什么？,最容易漏答的是与项目特征高度相关的“冷却水和取排水影响”和“区域容量与总量替代”，复习时要结合最新政策和区域约束。,易错点
环境影响评价工程师,环境影响评价案例分析,中,如果案例背景是火电/热电项目改扩建项目，应额外补充什么分析？,应补充现有工程问题、“以新带老”整改、依托设施能力、总量平衡和整体环境改善效果分析。,改扩建专用
环境影响评价工程师,环境影响评价案例分析,中,火电/热电项目案例在措施题中如何体现针对性？,按项目工艺和主要环境风险逐项对应措施，不只写通用治理设施，还要写运行管理和应急要求。,措施作答
环境影响评价工程师,环境影响评价案例分析,中,火电/热电项目案例如果位于环境敏感区附近，答题重心要怎么调整？,答题重心应前移到选址合法性、避让替代、保护目标影响和更严格的防控措施，不宜直接给出可行结论。,敏感区思维
环境影响评价工程师,环境影响评价案例分析,中,火电/热电项目案例结论句式如何写更稳妥？,可写为：在符合准入要求、落实各项污染防治与风险防范措施、满足相关标准并接受环境管理约束的前提下，项目环境影响总体可接受。,结论模板
环境影响评价工程师,环境影响评价案例分析,高,轨道交通/公路项目案例通常先抓哪六个答题模块？,通常先抓：线路选线比选、声环境与振动、生态廊道破碎化、施工期水土保持、敏感点搬迁或防护、运营期监测计划。,项目模板
环境影响评价工程师,环境影响评价案例分析,高,轨道交通/公路项目案例中最容易漏答的内容是什么？,最容易漏答的是与项目特征高度相关的“生态廊道破碎化”和“运营期监测计划”，复习时要结合最新政策和区域约束。,易错点
环境影响评价工程师,环境影响评价案例分析,中,如果案例背景是轨道交通/公路项目改扩建项目，应额外补充什么分析？,应补充现有工程问题、“以新带老”整改、依托设施能力、总量平衡和整体环境改善效果分析。,改扩建专用
环境影响评价工程师,环境影响评价案例分析,中,轨道交通/公路项目案例在措施题中如何体现针对性？,按项目工艺和主要环境风险逐项对应措施，不只写通用治理设施，还要写运行管理和应急要求。,措施作答
环境影响评价工程师,环境影响评价案例分析,中,轨道交通/公路项目案例如果位于环境敏感区附近，答题重心要怎么调整？,答题重心应前移到选址合法性、避让替代、保护目标影响和更严格的防控措施，不宜直接给出可行结论。,敏感区思维
环境影响评价工程师,环境影响评价案例分析,中,轨道交通/公路项目案例结论句式如何写更稳妥？,可写为：在符合准入要求、落实各项污染防治与风险防范措施、满足相关标准并接受环境管理约束的前提下，项目环境影响总体可接受。,结论模板
环境影响评价工程师,环境影响评价案例分析,高,港口/码头项目案例通常先抓哪六个答题模块？,通常先抓：岸线利用合法性、水域生态与悬浮泥沙、装卸粉尘和油气、船舶污染物接收、溢油风险防控、海洋或河口敏感目标保护。,项目模板
环境影响评价工程师,环境影响评价案例分析,高,港口/码头项目案例中最容易漏答的内容是什么？,最容易漏答的是与项目特征高度相关的“装卸粉尘和油气”和“海洋或河口敏感目标保护”，复习时要结合最新政策和区域约束。,易错点
环境影响评价工程师,环境影响评价案例分析,中,如果案例背景是港口/码头项目改扩建项目，应额外补充什么分析？,应补充现有工程问题、“以新带老”整改、依托设施能力、总量平衡和整体环境改善效果分析。,改扩建专用
环境影响评价工程师,环境影响评价案例分析,中,港口/码头项目案例在措施题中如何体现针对性？,按项目工艺和主要环境风险逐项对应措施，不只写通用治理设施，还要写运行管理和应急要求。,措施作答
环境影响评价工程师,环境影响评价案例分析,中,港口/码头项目案例如果位于环境敏感区附近，答题重心要怎么调整？,答题重心应前移到选址合法性、避让替代、保护目标影响和更严格的防控措施，不宜直接给出可行结论。,敏感区思维
环境影响评价工程师,环境影响评价案例分析,中,港口/码头项目案例结论句式如何写更稳妥？,可写为：在符合准入要求、落实各项污染防治与风险防范措施、满足相关标准并接受环境管理约束的前提下，项目环境影响总体可接受。,结论模板
环境影响评价工程师,环境影响评价案例分析,高,油气管线项目案例通常先抓哪六个答题模块？,通常先抓：线路避让敏感区、穿越河流和保护地论证、泄漏事故风险、施工期生态恢复、站场噪声废气、分段应急切断。,项目模板
环境影响评价工程师,环境影响评价案例分析,高,油气管线项目案例中最容易漏答的内容是什么？,最容易漏答的是与项目特征高度相关的“泄漏事故风险”和“分段应急切断”，复习时要结合最新政策和区域约束。,易错点
环境影响评价工程师,环境影响评价案例分析,中,如果案例背景是油气管线项目改扩建项目，应额外补充什么分析？,应补充现有工程问题、“以新带老”整改、依托设施能力、总量平衡和整体环境改善效果分析。,改扩建专用
环境影响评价工程师,环境影响评价案例分析,中,油气管线项目案例在措施题中如何体现针对性？,按项目工艺和主要环境风险逐项对应措施，不只写通用治理设施，还要写运行管理和应急要求。,措施作答
环境影响评价工程师,环境影响评价案例分析,中,油气管线项目案例如果位于环境敏感区附近，答题重心要怎么调整？,答题重心应前移到选址合法性、避让替代、保护目标影响和更严格的防控措施，不宜直接给出可行结论。,敏感区思维
环境影响评价工程师,环境影响评价案例分析,中,油气管线项目案例结论句式如何写更稳妥？,可写为：在符合准入要求、落实各项污染防治与风险防范措施、满足相关标准并接受环境管理约束的前提下，项目环境影响总体可接受。,结论模板
环境影响评价工程师,环境影响评价案例分析,高,规模化养殖项目案例通常先抓哪六个答题模块？,通常先抓：粪污资源化利用、臭气控制、病死畜禽无害化处理、防疫与环境管理、周边水体和地下水保护、雨污分流。,项目模板
环境影响评价工程师,环境影响评价案例分析,高,规模化养殖项目案例中最容易漏答的内容是什么？,最容易漏答的是与项目特征高度相关的“病死畜禽无害化处理”和“雨污分流”，复习时要结合最新政策和区域约束。,易错点
环境影响评价工程师,环境影响评价案例分析,中,如果案例背景是规模化养殖项目改扩建项目，应额外补充什么分析？,应补充现有工程问题、“以新带老”整改、依托设施能力、总量平衡和整体环境改善效果分析。,改扩建专用
环境影响评价工程师,环境影响评价案例分析,中,规模化养殖项目案例在措施题中如何体现针对性？,按项目工艺和主要环境风险逐项对应措施，不只写通用治理设施，还要写运行管理和应急要求。,措施作答
环境影响评价工程师,环境影响评价案例分析,中,规模化养殖项目案例如果位于环境敏感区附近，答题重心要怎么调整？,答题重心应前移到选址合法性、避让替代、保护目标影响和更严格的防控措施，不宜直接给出可行结论。,敏感区思维
环境影响评价工程师,环境影响评价案例分析,中,规模化养殖项目案例结论句式如何写更稳妥？,可写为：在符合准入要求、落实各项污染防治与风险防范措施、满足相关标准并接受环境管理约束的前提下，项目环境影响总体可接受。,结论模板
环境影响评价工程师,环境影响评价案例分析,高,电镀/表面处理项目案例通常先抓哪六个答题模块？,通常先抓：重金属和酸雾控制、分质收集与回用、含重金属污泥管理、车间防渗和事故池、无组织逸散控制、总量与园区准入。,项目模板
环境影响评价工程师,环境影响评价案例分析,高,电镀/表面处理项目案例中最容易漏答的内容是什么？,最容易漏答的是与项目特征高度相关的“含重金属污泥管理”和“总量与园区准入”，复习时要结合最新政策和区域约束。,易错点
环境影响评价工程师,环境影响评价案例分析,中,如果案例背景是电镀/表面处理项目改扩建项目，应额外补充什么分析？,应补充现有工程问题、“以新带老”整改、依托设施能力、总量平衡和整体环境改善效果分析。,改扩建专用
环境影响评价工程师,环境影响评价案例分析,中,电镀/表面处理项目案例在措施题中如何体现针对性？,按项目工艺和主要环境风险逐项对应措施，不只写通用治理设施，还要写运行管理和应急要求。,措施作答
环境影响评价工程师,环境影响评价案例分析,中,电镀/表面处理项目案例如果位于环境敏感区附近，答题重心要怎么调整？,答题重心应前移到选址合法性、避让替代、保护目标影响和更严格的防控措施，不宜直接给出可行结论。,敏感区思维
环境影响评价工程师,环境影响评价案例分析,中,电镀/表面处理项目案例结论句式如何写更稳妥？,可写为：在符合准入要求、落实各项污染防治与风险防范措施、满足相关标准并接受环境管理约束的前提下，项目环境影响总体可接受。,结论模板
环境影响评价工程师,环境影响评价案例分析,高,房地产/医院/学校等敏感项目案例通常先抓哪六个答题模块？,通常先抓：选址与周边污染源相容性、声环境和交通影响、污水及医疗废物或生活垃圾管理、施工扰民控制、配套环保设施、公众敏感诉求回应。,项目模板
环境影响评价工程师,环境影响评价案例分析,高,房地产/医院/学校等敏感项目案例中最容易漏答的内容是什么？,最容易漏答的是与项目特征高度相关的“污水及医疗废物或生活垃圾管理”和“公众敏感诉求回应”，复习时要结合最新政策和区域约束。,易错点
环境影响评价工程师,环境影响评价案例分析,中,如果案例背景是房地产/医院/学校等敏感项目改扩建项目，应额外补充什么分析？,应补充现有工程问题、“以新带老”整改、依托设施能力、总量平衡和整体环境改善效果分析。,改扩建专用
环境影响评价工程师,环境影响评价案例分析,中,房地产/医院/学校等敏感项目案例在措施题中如何体现针对性？,按项目工艺和主要环境风险逐项对应措施，不只写通用治理设施，还要写运行管理和应急要求。,措施作答
环境影响评价工程师,环境影响评价案例分析,中,房地产/医院/学校等敏感项目案例如果位于环境敏感区附近，答题重心要怎么调整？,答题重心应前移到选址合法性、避让替代、保护目标影响和更严格的防控措施，不宜直接给出可行结论。,敏感区思维
环境影响评价工程师,环境影响评价案例分析,中,房地产/医院/学校等敏感项目案例结论句式如何写更稳妥？,可写为：在符合准入要求、落实各项污染防治与风险防范措施、满足相关标准并接受环境管理约束的前提下，项目环境影响总体可接受。,结论模板
环境影响评价工程师,环境影响评价技术导则与标准,高,大气导则中为什么要关注评价等级与预测因子的对应关系？,因为评价等级决定工作深度，预测因子决定模型输出重点，两者共同影响敏感点判定和结论可靠性。,大气补充
环境影响评价工程师,环境影响评价技术导则与标准,高,地表水导则中受纳水体超标时，答题重点应如何调整？,应重点分析超标因子与项目新增排放的关系、是否加剧超标、总量替代和更严格措施，而非只写“达标排放”。,水环境补充
环境影响评价工程师,环境影响评价技术导则与标准,中,地下水导则中为什么包气带特征经常被考？,因为包气带厚度和介质性质直接影响污染物向含水层迁移速度和风险等级。,地下水补充
环境影响评价工程师,环境影响评价技术导则与标准,中,声环境导则中预测点布设为什么不能只选厂界？,因为敏感建筑物保护是核心目标，必须同时关注居民点、学校、医院等受体。,声环境补充
环境影响评价工程师,环境影响评价技术导则与标准,高,生态导则中“避让优先”为什么通常排在措施首位？,因为对重要生境和敏感区最有效的保护往往是源头避让，后续减缓和修复只是补救。,生态补充
环境影响评价工程师,环境影响评价技术导则与标准,中,土壤导则中为何要区分建设用地和农用地关注重点？,二者保护目标和风险受体不同，评价重点分别偏向人体健康风险和农产品质量安全。,土壤补充
环境影响评价工程师,环境影响评价技术导则与标准,高,规划环评导则中“累积影响分析”主要解决什么问题？,解决单个项目影响不明显但多个开发活动叠加后可能突破区域承载力的问题。,规划补充
环境影响评价工程师,环境影响评价技术导则与标准,中,风险导则里为什么应把事故废水去向写清楚？,事故废水去向决定是否会进入外环境，是判断风险后果和应急设施是否有效的关键。,风险补充
环境影响评价工程师,环境影响评价技术导则与标准,中,环境空气质量标准与厂界无组织监控要求能否互相替代？,不能。前者看受体环境质量，后者看排放控制，两者对象不同。,标准辨析
环境影响评价工程师,环境影响评价技术导则与标准,中,地表水环境质量标准与排污口控制标准在答案中应怎样衔接？,先用排放标准判断源强合规，再用水质标准判断受纳水体功能是否满足。,标准衔接
环境影响评价工程师,环境影响评价技术导则与标准,中,为什么总纲要求评价结论不能只写“影响较小”？,因为结论应明确依据、约束条件和前提，说明哪些措施落实后项目环境影响可接受。,结论表达
环境影响评价工程师,环境影响评价技术导则与标准,高,“监测因子”和“评价因子”在导则答题中如何区分？,监测因子服务现状调查和验证，评价因子服务影响分析和结论；两者通常重叠但不完全相同。,易混概念
环境影响评价工程师,环境影响评价技术导则与标准,中,环境标准体系中监测方法标准的作用是什么？,用于保证监测数据获取方法统一、可比和可追溯，是评价数据质量的重要基础。,标准体系
环境影响评价工程师,环境影响评价技术导则与标准,高,为什么近年导则题更爱考“功能区+敏感区+标准”的联动判断？,因为这三者共同决定评价目标、保护强度和是否需要从严控制。,命题趋势
环境影响评价工程师,环境影响评价技术导则与标准,中,标准选取错误会引发哪些连锁失分？,会导致现状评价、预测结果判定、措施建议和结论全部偏离，属于系统性错误。,复盘要点
环境影响评价工程师,环境影响评价技术方法,高,为什么技术方法题常要求说明“评价范围是否合理”？,因为范围过小会漏判影响，范围过大又会导致分析失焦，合理范围体现考生对影响边界的判断能力。,范围判断
环境影响评价工程师,环境影响评价技术方法,中,物料衡算表在答题时最应突出什么？,最应突出主要原辅料去向、产品转化、损失环节和污染物产生节点。,表格思维
环境影响评价工程师,环境影响评价技术方法,中,工程分析中“公辅工程”为什么不能忽略？,锅炉、污水站、罐区、仓库、危废间等公辅工程常是重要污染源和风险源。,工程分析补充
环境影响评价工程师,环境影响评价技术方法,高,大气评价里为什么要特别关注无组织源参数？,因为厂房逸散、装卸和储运排放容易被低估，常直接决定厂界和敏感点影响。,大气补充
环境影响评价工程师,环境影响评价技术方法,中,地表水评价中“纳管排放”还要不要分析环境影响？,要。需分析纳管可行性、污水厂接纳能力、尾水去向和异常工况下的环境风险。,纳管考点
环境影响评价工程师,环境影响评价技术方法,高,地下水评价中为什么事故池也要做防渗论证？,事故池长期闲置但一旦启用可能承载高浓度污染物，若防渗不足会形成新的高风险源。,地下水补充
环境影响评价工程师,环境影响评价技术方法,中,声环境评价中背景值的作用是什么？,用于叠加判断项目贡献后总声环境是否满足功能区要求。,声环境补充
环境影响评价工程师,环境影响评价技术方法,中,生态评价中为什么要分析施工临时占地？,临时占地虽然可恢复，但若位于敏感生境仍可能造成重要扰动和破碎化。,生态补充
环境影响评价工程师,环境影响评价技术方法,中,土壤评价中为什么运输和装卸环节也可能成为污染途径？,因为泄漏、撒漏和地面冲洗不当可能造成表层土壤污染并进一步影响地下水。,土壤补充
环境影响评价工程师,环境影响评价技术方法,高,风险评价中“后果严重”与“发生概率高”哪个更重要？,两者都重要，风险判断本质上要综合事故后果和发生可能性，不能只看单一维度。,风险基础
环境影响评价工程师,环境影响评价技术方法,中,为什么措施可行性分析要写运行管理条件？,设施建得出不代表管得好，药剂、维护、人员培训和台账制度决定实际治理效果。,措施深化
环境影响评价工程师,环境影响评价技术方法,中,案例中如何快速判断依托污水处理站是否可信？,看处理工艺是否匹配、规模是否留有余量、接管水质是否满足要求、历史运行是否稳定。,依托设施
环境影响评价工程师,环境影响评价技术方法,高,总平面布置优化最典型的三个方向是什么？,避让敏感点、缩短污染物流线、把高风险和高噪声单元布置在更有利于防护的位置。,布局优化
环境影响评价工程师,环境影响评价技术方法,中,技术方法题中为什么常要求补充“环境管理措施”？,因为环境影响控制不只靠工程设施，还要靠监测、培训、巡检、应急和台账。,管理补充
环境影响评价工程师,环境影响评价技术方法,高,如何判断一个答案真正体现了“减污降碳协同”？,要同时写出污染物减排、能源效率提升、原料替代或清洁能源利用等联动效果。,最新考法
